,date,content
60,2022-04-13 07:08:33+00:00,"The stone pelting at the Nav Samvatsar rally in Karauli is unfortunate, which is a conspiracy to disturb communal harmony and create an atmosphere of unrest. The recovery of a large number of stones and weapons on the roofs shows that it was a pre-sponsored attack.
#ChaloKarauli"
61,2022-04-07 13:49:48+00:00,"#सत_भक्ति_संदेश 
Always chant tha mantra given by the https://t.co/g8luCnyDDa a result of which ,Kaal will not be able to attack you https://t.co/c7p6M2TZQF"
62,2022-03-30 11:38:13+00:00,The anger of the BJP is clearly visible in Punjab due to the crushing defeat at the hands of the Aam Aadmi Party. Attack on the house of Chief Minister Delhi  in the presence of police is a cowardly act. Now it is clear that BJP is only afraid of #AAP and @ArvindKejriwal
63,2022-03-30 10:15:11+00:00,"In Punjab, the BJP's frustration over the crushing defeat at the hands of the Aam Aadmi Party is clear. The attack on the house of Delhi Chief Minister rArvindKejriwal in the presence of police is a cowardly act. It is now clear that the BJP fears only the AAP and @ArvindKejriwal"
64,2022-03-27 04:02:39+00:00,"#StopBengalViolence
Violence has rocked parts of West Bengal. Hindus are under severe attack and Hindu women have also been molested by “Muslim goons”. The aim is clearly to provoke Hindus into action. Wakeup Hindus💪
Hindus Must Unite ✊ https://t.co/sLnsKW7nHk"
65,2022-03-05 02:52:20+00:00,In case china try to attack Taiwan then Taiwan must invite People's Global who wants to defend Taiwan by Chinese Attack. As INDIAN i will join this war against china if i got a chance.🇹🇼🇮🇳❤️#LongliveTaiwan #Freetibet @mikepompeo @POTUS45 @Taiwan_Today @CulturalTaiwan @MOFA_Taiwan https://t.co/FWEiwlnTkS
66,2022-03-05 01:38:20+00:00,"Sad news, cricketer Shane Warne is no more, died of heart attack
 May God rest his soul in peace and give strength to the family to bear the loss.  peace
#ShaneWarne 
#Legend 
#CricketAustralia 
#RIP 
#RIPShaneWarne https://t.co/VizbIGKCu0"
67,2022-03-04 17:52:54+00:00,"Laanati Pakistan Government &amp; their troops killing innocent Shia.💔
They're really terrorists who even attack on their own country's people. 
#ShiaLivesMatter 
#Peshawarblast"
68,2022-03-04 16:52:23+00:00,"4th March 2022,
Bombing inside a Shia Mosque in the North Western Pakistani city of Peshawar has killed at least 56 people and 190 people were wounded in the suspected suicide attack while Friday prayers were being held. 💔
Al Ajal Ya Imam.😭
#Shiagenocide 
#Peshawarblast https://t.co/0KCsLH1qtl"
69,2022-03-04 03:50:05+00:00,"@Halnuresunil7 Conspiracy against Sant Shri Asharamji Bapu is attack on snskriti.
Justice For Bapuji
#TruthUnveiled
https://t.co/XjUMNWGSHv"
