,date,content
93,2021-02-13 20:25:28+00:00,"Roses above the coffins are screaming angrily, tricolor around our soldier is weeping silently. Salute to all CRPF jawans of Pulwama attack. Jai Hind! https://t.co/ORPaPhKSQL"
94,2021-02-13 20:14:30+00:00,"What Arnab Goswami said after deadly attack on CRPF convoy “ it’s good for the big man he will win the elections” and ""This attack we have won like crazy""

@INCIndia @AamirAnwar123 @FarhanZuberiAMU @alig_vidrohi @NehaBhagat_jk @Habeebinamdar @AIMIMZuberMemon @drkafeelkhan"
95,2021-02-02 20:39:05+00:00,Thank you so much @Jamie_Margolin for addressing this issue. The Indian government is trying everything to make this peaceful protest to look like a terrorist attack so that they can kill these all farmers. Even they have hired IT CELLs to give a false message on social media. https://t.co/uZXJFiNjEx
96,2020-12-29 12:21:53+00:00,"Attack on Mahmood Pracha in capacity of him representing his client is an absolute violation of Attorney Client Privilege. It is and attack on the entire Bar Council and hindrance of justice and Professional Ethics. 
#IndiaStandWithMahmoodPracha"
97,2020-12-29 02:44:18+00:00,@AyushmanNHA @PMOIndia @narendramodi my uncle is admitted under ayushman bharat scheme in K. K hospital Aligarh due to heart attack . Hospital is charging the bill continuously as they said benefit will be applicable after approval. Can any you please help .
98,2020-12-06 07:07:30+00:00,"Attack on Babri Masjid was an attack on India's secularism, constitution and judiciary!

Babri Masjid was alive in our hearts, and will be alive forever.

Pass It On.

#BabriMasjid #BabriYaadRahegi
@shanu_sab"
99,2020-11-23 13:23:50+00:00,There is no threat to leadership but Congress must have booth level strucutre n workers. Pay Re 10pm to be generalbodyat the block level n so on. Policy inputs should come panchayats n upward. Please assert n see what weakness come under attack by the opposition
100,2020-11-21 12:56:24+00:00,Whenever a democratic voice is raised in any organization this gives an opportunity to the sycophants to force the leadership to reward their loyalty n they attack the whistle blowers. Salman khurshid a good example.
101,2020-10-31 17:57:02+00:00,"3 people were stabbed to death in France.

Some are even justifying attack. AMU student leader Farhan went further by saying: those who insult Islam must be beheaded.

Yesterday, 3 Kashmiri Muslims killed by terrorists in Kashmir. But no lectures here as those 3 men were from BJP"
102,2020-10-30 11:51:42+00:00,"@IAF_MCC @adgpi @rajnathsingh @PMOIndia All respected Sir, as Pakistan accept that they attack on Pulwama. It is not a terrorist attack. It's a war against India. Then will we take revenge for it? I just want to ask a Question as a citizen of India
#JaiHind 
#PakPulwamaAdmission"
103,2020-10-23 14:42:48+00:00,"#wesupportarnabgoswani 

 Mumbai Police..... extremely shameful act..... your attack over media...Your actions are visibly biased and revengeful."
104,2020-10-21 22:46:25+00:00,"Two Muslim women Kenza and Amil stabbed under the Eiffel Tower by crusader terrorists
Attacker yelled, “Dirty Arabs!”
Will the media call this a terrorist attack? No!
Will members of his religion become targets of suspicion and law enforcement? No!

Blatant double standards."
105,2020-10-11 01:37:41+00:00,"#DayOfTheGirl
Most common forms of attack in India r rape, kidnapping, murder, molestation and acid attack.
 St. Dr. @Gurmeetramrahim ji says, 
prepare women for such attacks. They can learn self-defence techniques and make themselves more prepared for any situations. https://t.co/ewdi0M4zlr"
106,2020-10-06 15:56:42+00:00,@samiprajguru bhai problem with @rajasthanroyals and @SunRisers  is that they have only one or two quality bowler so other team can play them with caution and plan the attack on others. What ur view?
107,2020-09-12 00:14:43+00:00,He admits that he know about parliament attack https://t.co/wwGf4puqC4
108,2020-09-04 03:02:33+00:00,"Nizamuddin returnee, others attack govt officials; hold them captive in Odisha (A.S)
https://t.co/RBN9m4SZjH #देश_बेहाल_तब्लीगी_जिम्मेदार"
109,2020-09-03 03:19:25+00:00,"#GodMorningThursday 
A Avatar has come in from of well known Saint Rampal Ji Maharaj.
Saint Rampal Ji Maharaj attack on evils as smoking drinking fighting etc https://t.co/jlKZ6SlfDm"
110,2020-08-14 12:21:54+00:00,"On point @AsYouNotWish @sardanarohit 
#bangaloreriots 
#BangaloreViolence 
#Hindus_Under_Attack https://t.co/zIISbWAhpF"
111,2020-08-13 03:30:34+00:00,"These are more dangerous terrorist as they are within the society, they are very much mixed in crowd and they attack at their whims and Fancy. 
Infact Pan India, this is the situation and has to be dealt with iron fist. https://t.co/Q3pA9ub8U7"
112,2020-08-13 01:52:38+00:00,"This is not a Heart Attack, It was a pre-planned murder of Rajeev Ji, with a poison of noise communal hatred Abusive behavior,
I request to Mr. @RahulGandhi @priyankagandhi @INCIndia &amp; Soniya ji pls stop to send there Spokespersons in hatred TV Debates due to there safety issue."
113,2020-08-11 13:10:32+00:00,@ZeeNewsEnglish Heart attack dekhle https://t.co/w6V7DwgU3K
114,2020-07-29 11:18:54+00:00,"Kashmir Ke Rehne Wale Hilal Ahmad Rathore Pehle pilot hai jinhone Rafale udaya
Bhakt- Boycott RAFALE 🤣🤣🤣
Ekat bhakt ko heart attack na a gaya ho
....
#rafaleindia #RafaleJets #rafale https://t.co/cdwyO83dOM"
115,2020-07-20 17:42:31+00:00,"Doctors on strike at #JawaharlalNehruMedicalCollege #Aligarh due to attack on senior and junior doctors by the attendants of a patient. #doctors were beaten,PPE's and cloths of female doctors were torn who were on #Covid duty. @aligarhpolice @Uppolice @CMOfficeUP @dgpup @aajtak https://t.co/3nSGXfmYpV"
116,2020-07-04 18:07:31+00:00,"@myogiadityanath it was not a pllaned strike or attack 
Knowing well, He is a Terrorist ..... Although police team was careless
They not planed .....Care less ......
Over Confident .....so.... .. ?"
117,2020-06-28 06:04:26+00:00,"Locust attack in my village district Bulandshahr, Uttar Pradesh https://t.co/6HZj2ZLbGv"
118,2020-06-23 15:18:27+00:00,"Getting this type👇 of offers today. 
Is this chinees attack?
#CyberAttack https://t.co/k6R0lSuTql"
119,2020-06-17 08:26:40+00:00,I pay homage to all our brave soldiers.Its right moment to attack&amp;destroy China gun nd vallet .Total bicott all chinies product. https://t.co/o7wdgINV75
120,2020-06-16 07:08:08+00:00,"@BavishiDhruvin @SharjeelUsmani Mere bhai 2 hi i.e dedo!
It is very easy to judge, sitting in a room frm Mumbai.
We students also saying that it doesn't change #PoliceBrutality
They used Tear gas cannons, Assault Rifles, Pistols, Stun grenades on the students who were protesting the brutal attack on JMI Student https://t.co/QOeAZ55i94"
121,2020-06-13 00:22:54+00:00,It's a business model.....treat a corona patient....take heavy bill .... patient will get heart attack after paying bill.... Now another bill in making.....AAP CHRONOLOGY SAMJHIYE ... Shame on you!!!  #corona #maxhospital @PMOIndia
122,2020-05-30 11:52:46+00:00,"Okay so this is what we need amid pandemic coronavirus, economic slowdown, migrant exodus and most recently locusts attack.
Naya Bharat. https://t.co/sjlMqYLNpH"
123,2020-05-29 14:44:58+00:00,"As massive swarms of locusts destroy crops in western and central India, several Mumbaikars on 28 May posted images and videos of a locust attack in the city. Here's a fact-check.
https://t.co/Unius57Oj6"
124,2020-05-28 11:32:59+00:00,"Just in: #Islamophobia_in_india
2 Student activists from Aligarh Muslim University, Farhan Zuberi and Ravish Ali khan Arrested by Aligarh Police
Both were active in Anti-CAA protest 
Government of India continuous to use corona lockdown for attack on Muslim students."
125,2020-05-28 11:30:47+00:00,"Amidst the Coronavirus pandemic, the locust attacks, the Ladakh standoff with the Chinese, the Government of India continues to attack Muslim students, for merely protesting against an act they consider Islamophobic.

#ReleaseFarhanZuberi
#ReleaseRavishAliKhan
#MuslimLivesMatter"
126,2020-05-14 10:42:40+00:00,"Why no arresting has been done so far??
If you will not arrest these goons will attack again and again, I have seen the vedios. Kindly arrest them as soon as possible. @aligarhpolice @Dm_Aligarh @adgzoneagra @dgpup @UPGovt https://t.co/xNR7pgLRye"
127,2020-05-11 12:40:44+00:00,"Attack on identity is attack on Religion !!
Hindu Amu students are targeted by Muslim Amu students on having hindu names !!
#Hinduphobia_In_AMU 
#Hinduphobia_In_AMU 
#Hinduphobia_In_AMU

#Hinduphobia_In_AMU 
#Hinduphobia_In_AMU"
128,2020-05-11 12:35:20+00:00,"Hindu students !! 
Raise your voice !
Amu is an educational institution not a karyalaya of political party !!
Hindu students has their own identity !
Don't attack on them
#Hinduphobia_In_AMU 
#Hinduphobia_In_AMU 
#Hinduphobia_In_AMU 
#Hinduphobia_In_AMU"
129,2020-05-11 11:54:58+00:00,"Stop attacking Religious based attack on voices of students belonging to a particular religion (Hindus) who are minority in Aligarh Muslim University. 

#Hinduphobia_In_AMU
#Hinduphobia_In_AMU
#Hinduphobia_In_AMU
#Hinduphobia_In_AMU"
